"";"Country.Region";"Lat";"Long";"name";"2020-01-22";"2020-01-23";"2020-01-24";"2020-01-25";"2020-01-26";"2020-01-27";"2020-01-28";"2020-01-29";"2020-01-30";"2020-01-31";"2020-02-01";"2020-02-02";"2020-02-03";"2020-02-04";"2020-02-05";"2020-02-06";"2020-02-07";"2020-02-08";"2020-02-09";"2020-02-10";"2020-02-11";"2020-02-12";"2020-02-13";"2020-02-14";"2020-02-15";"2020-02-16";"2020-02-17";"2020-02-18";"2020-02-19";"2020-02-20";"2020-02-21";"2020-02-22";"2020-02-23";"2020-02-24";"2020-02-25";"2020-02-26";"2020-02-27";"2020-02-28";"2020-02-29";"2020-03-01";"2020-03-02";"2020-03-03";"2020-03-04";"2020-03-05";"2020-03-06";"2020-03-07";"2020-03-08";"2020-03-09";"2020-03-10";"2020-03-11";"2020-03-12";"2020-03-13";"2020-03-14";"2020-03-15";"2020-03-16";"2020-03-17";"2020-03-18";"2020-03-19";"2020-03-20";"2020-03-21";"2020-03-22";"2020-03-23";"2020-03-24";"2020-03-25";"2020-03-26";"2020-03-27";"2020-03-28";"2020-03-29";"2020-03-30";"2020-03-31";"2020-04-01";"2020-04-02";"2020-04-03";"2020-04-04";"2020-04-05";"2020-04-06";"2020-04-07";"2020-04-08";"2020-04-09";"2020-04-10";"2020-04-11";"2020-04-12";"2020-04-13";"2020-04-14";"2020-04-15";"2020-04-16";"2020-04-17";"2020-04-18";"2020-04-19";"2020-04-20";"2020-04-21";"2020-04-22";"2020-04-23";"2020-04-24";"2020-04-25";"2020-04-26";"2020-04-27";"2020-04-28";"2020-04-29";"2020-04-30";"2020-05-01";"2020-05-02"
"1";"Afghanistan";33;65;"Afghanistan";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;0;0;0;0;2;0;1;0;4;3;0;1;0;3;0;3;2;2;5;0;0;3;3;0;4;2;1;4;3;7;1;2;4;4;4
"2";"Albania";41,1533;20,1683;"Albania";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;2;1;0;1;2;2;0;1;4;0;1;1;3;0;1;1;0;1;0;0;0;0;1;1;1;0;0;0;0;0;1;0;0;0;1;0;2;0;1;0;0
"3";"Algeria";28,0339;1,6596;"Algeria";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;3;2;2;4;2;0;2;2;4;1;3;2;4;9;14;28;19;25;22;21;20;12;30;21;19;18;20;13;10;12;16;3;8;9;8;10;5;8;4;6;7;5;7;6;3;6
"4";"Andorra";42,5063;1,5218;"Andorra";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;3;2;4;2;1;1;1;1;3;1;1;2;1;0;3;0;2;2;0;2;0;1;1;0;0;0;3;0;0;0;1;1;0;1;1
"5";"Angola";-11,2027;17,8739;"Angola";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"6";"Antigua and Barbuda";17,0608;-61,7964;"Antigua and Barbuda";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"7";"Argentina";-38,4161;-63,6167;"Argentina";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;2;2;1;4;5;1;4;4;1;8;3;4;1;4;8;7;9;10;1;7;7;5;9;4;8;6;3;4;11;5;13;11;9;7;5;10;7;4;7;12
"8";"Armenia";40,0691;45,0382;"Armenia";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;1;3;0;0;0;1;0;1;1;2;1;0;1;2;1;1;1;1;0;2;2;0;0;3;1;0;1;1;0;2;1;0
"9";"Austria";47,5162;14,5501;"Austria";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;1;2;0;2;8;5;7;2;19;9;10;18;22;20;18;12;10;18;18;16;23;30;22;24;18;13;18;16;9;17;21;12;9;18;21;19;12;8;6;6;7;20;11;4;5;7
"10";"Azerbaijan";40,1431;47,5769;"Azerbaijan";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0;0;0;2;0;1;0;1;1;1;0;1;1;0;2;0;3;1;0;1;0;0;1;0;0;1;0;1;1;1;0
"11";"Bahamas";25,0343;-77,3963;"Bahamas";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;0;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
"12";"Bahrain";26,0275;50,55;"Bahrain";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"13";"Bangladesh";23,685;90,3563;"Bangladesh";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;1;0;0;0;0;0;0;1;0;0;2;1;3;5;3;1;6;3;4;5;7;4;10;15;9;7;10;9;10;7;4;9;5;7;3;8;5;2;5
"14";"Barbados";13,1939;-59,5432;"Barbados";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0
"15";"Belarus";53,7098;27,9534;"Belarus";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;0;1;3;5;0;0;3;3;4;3;3;4;3;4;2;3;2;4;4;3;2;3;4;5;3;4;5;5;4;4
"16";"Belgium";50,8333;4;"Belgium";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;0;1;5;4;7;16;30;8;13;34;56;42;69;64;78;82;192;123;183;132;140;164;185;403;205;283;496;327;254;303;254;283;417;306;290;230;145;170;264;228;189;238;177;113;124;170;93;109;62
"17";"Belize";13,1939;-59,5432;"Belize";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"18";"Benin";9,3077;2,3158;"Benin";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"19";"Bhutan";27,5142;90,4336;"Bhutan";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"20";"Bolivia";-16,2902;-63,5887;"Bolivia";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;2;1;1;1;1;0;1;3;1;3;1;1;4;3;1;0;1;2;0;1;1;1;3;6;1;2;4;3;0;6;0;7;0
"21";"Bosnia and Herzegovina";43,9159;17,6791;"Bosnia and Herzegovina";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;1;1;1;4;3;0;3;1;4;2;6;4;1;1;1;1;2;0;1;1;2;3;1;1;1;2;2;1;1;2;2;1;3;2;4;1;2
"22";"Botswana";-22,3285;24,6849;"Botswana";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"23";"Brazil";-14,235;-51,9253;"Brazil";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;5;4;10;9;12;13;18;15;19;25;23;42;39;84;35;86;41;78;122;133;131;107;67;99;105;204;204;188;217;213;108;125;154;165;425;373;353;229;317;480;430;493;406;349
"24";"Brunei";4,5353;114,7277;"Brunei";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"25";"Bulgaria";42,7339;25,4858;"Bulgaria";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;4;1;0;0;2;0;4;3;3;2;1;1;0;1;3;1;3;3;1;2;3;0;1;1;2;4;3;2;1;1;2;0;6;2;2;4
"26";"Burkina Faso";12,2383;-1,5616;"Burkina Faso";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;0;3;2;2;1;0;2;2;0;0;0;1;1;1;4;1;0;3;0;0;3;2;0;3;1;0;2;0;1;2;0;0;1;0;0;1;0;1;0
"27";"Burma";21,9162;95,956;"Burma";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"28";"Burundi";-3,3731;29,9189;"Burundi";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29";"Cabo Verde";16,5388;-23,0418;"Cabo Verde";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"30";"Cambodia";11,55;104,9167;"Cambodia";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"31";"Cameroon";3,848;11,5021;"Cameroon";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;4;0;0;0;1;1;1;0;0;0;1;0;2;0;0;0;2;3;5;0;0;20;0;1;0;0;0;10;3;2;0;3;0;0;3
"32";"Central African Republic";6,6111;20,9394;"Central African Republic";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"33";"Chad";15,4542;18,7322;"Chad";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;3;0;5
"34";"Chile";-35,6751;-71,543;"Chile";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;1;1;1;1;4;4;2;4;5;7;3;6;5;9;8;8;7;2;10;2;11;11;10;7;6;8;13;8;6;7;8;9;9;9;11;7;13
"35";"Colombia";4,5709;-74,2973;"Colombia";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;1;2;0;0;4;2;4;1;2;6;7;3;11;4;4;15;11;20;9;3;15;4;13;9;0;26;10;7;10;9;10;8;11;9;16;9;15;21;10
"36";"Comoros";-11,6455;43,3333;"Comoros";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"37";"Congo (Brazzaville)";-4,0383;21,7587;"Congo (Brazzaville)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0
"38";"Congo (Kinshasa)";-4,0383;21,7587;"Congo (Kinshasa)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;3;0;2;0;1;4;0;5;0;0;0;0;0;2;0;0;0;0;1;1;1;2;0;0;0;0;0;0;3;0;0;2;0;1;1;1
"39";"Costa Rica";9,7489;-83,7534;"Costa Rica";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
"40";"Cote d'Ivoire";7,54;-5,5471;"Cote d'Ivoire";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;1;1;1;0;0;0;0;2;1;0;4;1;0;0;0;0;0;0;0;0;1;0
"41";"Croatia";45,1;15,2;"Croatia";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;2;1;0;0;0;1;1;4;3;1;2;1;1;1;0;2;2;6;2;2;1;3;8;0;1;0;2;1;3;1;4;4;4;2;6;2
"42";"Cuba";22;-80;"Cuba";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;1;2;0;0;0;0;2;1;2;1;3;0;1;2;3;0;3;3;4;1;2;2;2;2;3;6;2;3;2;2;0;3;3;2
"43";"Cyprus";35,1264;33,4299;"Cyprus";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;2;0;0;2;1;1;1;1;0;-2;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0
"44";"Czechia";49,8175;15,473;"Czechia";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;3;3;0;2;5;7;8;8;5;9;6;8;11;10;11;13;7;10;9;5;18;5;3;4;8;5;8;7;7;2;4;4;2;3;4;0;9;4;5
"45";"Denmark";56,2639;9,5018;"Denmark";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;2;3;4;0;11;8;2;7;11;13;7;5;13;14;19;16;22;18;8;16;15;19;10;13;13;12;14;10;12;15;10;9;9;6;14;10;9;15;4;5;7;9;9;8;15
"46";"Diamond Princess";0;0;"Diamond Princess";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"47";"Djibouti";11,8251;42,5903;"Djibouti";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"48";"Dominica";15,415;-61,371;"Dominica";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"49";"Dominican Republic";18,7357;-70,1627;"Dominican Republic";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;3;4;0;10;8;11;3;9;6;3;8;0;14;4;12;10;10;8;9;38;4;6;6;7;4;17;9;9;10;15;5;2;6;5;4;4;7;8;12;13
"50";"Ecuador";-1,8312;-78,1834;"Ecuador";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;2;2;7;4;9;1;6;2;12;10;2;15;18;27;25;27;8;11;0;51;30;25;18;18;22;14;19;15;18;35;18;33;13;17;23;16;0;0;87;208;12;17;163;308
"51";"Egypt";26;30;"Egypt";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;2;2;0;2;2;4;5;1;1;3;6;6;4;1;5;6;6;8;5;7;7;9;9;15;17;11;13;5;14;5;13;9;19;15;11;14;12;11;7;13;10;20;22;21;12;14;9
"52";"El Salvador";13,7942;-88,8965;"El Salvador";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0;1
"53";"Equatorial Guinea";1,5;10;"Equatorial Guinea";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"54";"Eritrea";15,1794;39,7823;"Eritrea";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"55";"Estonia";58,5953;25,0136;"Estonia";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;1;1;6;1;1;2;4;2;3;0;0;0;1;3;3;4;1;2;0;2;0;3;1;1;1;0;3;1;0;0;2;0;1
"56";"Eswatini";-26,5225;31,4659;"Eswatini";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
